manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,number_of_photos,up_counter,duration_listed
Renault,Laguna,mechanical,red,400000,1996,gas,TRUE,gasoline,1.8,hatchback,FALSE,owned,front,1000,TRUE,6,56,161
Renault,Espace,mechanical,black,176643,2015,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,13207.05,FALSE,6,14,110
Renault,Megane Scenic,mechanical,blue,6000,1997,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,2513.51,FALSE,9,46,55
Renault,Koleos,mechanical,black,222000,2008,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,5999,FALSE,10,6,6
Renault,Laguna,mechanical,blue,345674,1997,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,500,FALSE,5,5,14
Renault,Espace,mechanical,silver,110295,2015,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,13207.05,FALSE,6,15,110
Renault,Sandero,automatic,black,51000,2017,gasoline,FALSE,gasoline,1.6,suv,TRUE,owned,front,10300,FALSE,14,2,4
Renault,Scenic,mechanical,grey,162000,2016,diesel,FALSE,diesel,1.5,minivan,FALSE,owned,front,10300,FALSE,14,1,0
Renault,Scenic,automatic,black,276000,2001,gas,TRUE,gasoline,1.6,minivan,FALSE,owned,front,3650,FALSE,9,87,137
Renault,Scenic,mechanical,blue,1000,1997,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,2450,FALSE,8,68,304
Renault,Espace,mechanical,grey,123000,2015,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,14999,FALSE,22,8,11
Renault,Megane,automatic,grey,170000,2016,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,11990,FALSE,19,4,5
Renault,Clio,mechanical,white,180000,1992,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,1100,FALSE,27,10,21
Renault,Duster,mechanical,silver,184394,2013,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,8500,TRUE,19,24,48
Renault,Laguna,mechanical,silver,227000,2002,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,2999,TRUE,11,9,18
Renault,Espace,automatic,grey,215066,2004,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,4900,TRUE,22,5,14
Renault,Duster,mechanical,black,83382,2016,gasoline,FALSE,gasoline,1.6,suv,FALSE,owned,front,9200,TRUE,21,4,8
Renault,Espace,mechanical,silver,320000,2001,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,3550,TRUE,5,47,172
Renault,11,mechanical,red,200000,1983,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,350,FALSE,1,100,157
Renault,Sandero,mechanical,red,178000,2009,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,3900,FALSE,7,11,20
Renault,Sandero,mechanical,black,121000,2012,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,6450,FALSE,23,7,9
Renault,Scenic,mechanical,red,295000,2006,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,4550,FALSE,19,5,6
Renault,Duster,automatic,black,121000,2013,gasoline,FALSE,gasoline,2,suv,FALSE,owned,front,8850,TRUE,22,17,24
Renault,Megane,mechanical,white,208000,2009,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,6150,TRUE,24,30,43
Renault,Scenic,mechanical,white,214000,2015,diesel,FALSE,diesel,1.5,minivan,FALSE,owned,front,9150,TRUE,24,18,26
Renault,Megane,mechanical,black,224000,2010,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,6950,FALSE,24,8,10
Renault,Scenic,mechanical,green,190000,1999,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,2750,FALSE,7,7,15
Renault,Megane,mechanical,red,367000,1997,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,940,TRUE,6,18,24
Renault,Sandero,mechanical,black,73500,2017,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,9150,TRUE,12,17,22
Renault,19,mechanical,silver,300000,1990,gasoline,FALSE,gasoline,1.7,sedan,FALSE,owned,front,300,FALSE,7,62,104
Renault,Megane,mechanical,silver,230000,2010,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,6850,FALSE,6,5,11
Renault,Vel Satis,automatic,silver,390000,2003,diesel,FALSE,diesel,3,hatchback,FALSE,owned,front,4000,TRUE,19,44,63
Renault,Kangoo,mechanical,yellow,300000,1998,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,1900,FALSE,2,24,47
Renault,Scenic,mechanical,green,390320,1997,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,2250,TRUE,17,22,34
Renault,Megane,mechanical,red,123456,1998,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,500,TRUE,16,11,14
Renault,Megane,mechanical,red,191000,2009,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,5750,FALSE,25,3,5
Renault,Megane,mechanical,blue,300000,1997,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,600,TRUE,9,16,20
Renault,Megane,mechanical,other,335206,2000,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,1950,TRUE,15,17,28
Renault,Laguna,mechanical,green,421277,1997,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,1350,TRUE,11,25,133
Renault,Master,mechanical,blue,343000,2012,diesel,FALSE,diesel,2.3,minibus,FALSE,owned,front,17500,FALSE,20,65,109
Renault,Sandero,mechanical,blue,68000,2015,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,7450,FALSE,22,18,29
Renault,Laguna,mechanical,silver,266700,2001,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,3150,TRUE,18,20,27
Renault,Megane Scenic,mechanical,grey,246941,2001,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,3150,TRUE,17,20,27
Renault,Laguna,mechanical,brown,176000,2014,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,11250,FALSE,24,2,2
Renault,Grand Scenic,mechanical,grey,270000,2010,diesel,FALSE,diesel,1.5,minivan,FALSE,owned,front,8500,FALSE,4,38,67
Renault,Scenic,mechanical,black,139000,2015,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,10500,FALSE,12,4,4
Renault,Grand Scenic,mechanical,white,260000,2011,gasoline,FALSE,gasoline,1.4,minivan,FALSE,owned,front,8109.64,FALSE,13,18,52
Renault,Sandero,mechanical,blue,43553,2014,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,6800,TRUE,11,49,64
Renault,Megane,mechanical,white,233516,2007,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,4450,FALSE,11,10,15
Renault,Duster,mechanical,black,68887,2016,gasoline,FALSE,gasoline,2,suv,FALSE,owned,front,11500,TRUE,11,10,15
Renault,Laguna,mechanical,green,302000,2000,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,1500,TRUE,7,8,96
Renault,Sandero,automatic,red,75503,2017,gasoline,FALSE,gasoline,1.6,hatchback,TRUE,owned,front,9950,TRUE,11,3,4
Renault,Latitude,automatic,black,102268,2013,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,9500,TRUE,11,50,55
Renault,Scenic,automatic,blue,273000,1997,gas,TRUE,gasoline,2,minivan,FALSE,owned,front,1690,FALSE,11,33,40
Renault,Espace,mechanical,blue,313056,1997,gas,TRUE,gasoline,2,minivan,FALSE,owned,front,2550,TRUE,7,10,54
Renault,Laguna,mechanical,green,288000,1999,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,2890,FALSE,20,30,35
Renault,Symbol,mechanical,silver,238000,2005,gas,TRUE,gasoline,1.4,sedan,FALSE,owned,front,3490,FALSE,14,11,13
Renault,Scenic,mechanical,blue,270000,1997,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,2000,TRUE,10,21,73
Renault,Logan,mechanical,blue,500000,2010,diesel,FALSE,diesel,1.5,van,FALSE,owned,front,2400,FALSE,7,4,88
Renault,Logan,mechanical,blue,400000,2010,diesel,FALSE,diesel,1.5,van,FALSE,owned,front,2300,FALSE,7,4,88
Renault,Duster,mechanical,silver,45000,2018,diesel,FALSE,diesel,1.5,suv,TRUE,owned,all,14500,FALSE,17,2,3
Renault,Master,mechanical,white,420000,1992,diesel,FALSE,diesel,2.5,van,FALSE,owned,front,3500,TRUE,4,167,295
Renault,Scenic,mechanical,grey,350000,2003,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,3900,TRUE,10,49,62
Renault,Scenic,mechanical,white,260000,1998,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,2350,TRUE,6,2,2
Renault,Scenic,mechanical,blue,356444,1998,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,1800,TRUE,5,30,38
Renault,Megane,mechanical,silver,350000,1997,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,1300,TRUE,6,8,22
Renault,Dokker,mechanical,white,12000,2015,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,9750,FALSE,4,2,2
Renault,19,mechanical,other,350000,1995,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,290,FALSE,2,15,62
Renault,Laguna,mechanical,other,300000,1996,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,1600,FALSE,15,1,0
Renault,25,mechanical,silver,111111,1986,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,497.96,TRUE,10,7,8
Renault,Logan,mechanical,white,35000,2018,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,8650,FALSE,18,37,45
Renault,Laguna,mechanical,grey,240000,1996,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,2150,FALSE,27,16,28
Renault,Megane,mechanical,green,280000,1999,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,2550,FALSE,30,2,3
Renault,Duster,mechanical,black,16500,2015,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,11650,TRUE,21,21,25
Renault,Scenic,mechanical,blue,289140,1999,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,2950,TRUE,16,3,4
Renault,Master,mechanical,white,280000,1999,diesel,FALSE,diesel,2.5,van,FALSE,owned,front,6500,TRUE,5,18,40
Renault,Trafic,mechanical,yellow,280000,2009,diesel,FALSE,diesel,2,minibus,FALSE,owned,front,12000,FALSE,11,28,111
Renault,Laguna,mechanical,silver,210000,2010,diesel,FALSE,diesel,1.5,liftback,FALSE,owned,front,7100,FALSE,18,31,84
Renault,Megane,mechanical,brown,88900,2015,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,10800,FALSE,11,137,246
Renault,Laguna,mechanical,other,242000,2011,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,8750,FALSE,14,36,85
Renault,Safrane,mechanical,blue,3001,1995,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,1500,TRUE,10,5,8
Renault,19,mechanical,other,380000,1993,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,250,TRUE,5,16,38
Renault,Espace,mechanical,silver,390000,2003,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,5300,FALSE,9,17,22
Renault,Logan,mechanical,silver,80000,2016,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,8100,FALSE,8,14,24
Renault,Koleos,automatic,black,11000,2018,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,26950,FALSE,7,48,79
Renault,Clio,automatic,green,95000,1998,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,2200,FALSE,12,26,43
Renault,Espace,mechanical,blue,240000,2007,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,7450,FALSE,23,3,3
Renault,Megane Scenic,mechanical,grey,272000,1997,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,1000,FALSE,17,45,76
Renault,Megane,mechanical,black,188000,2011,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,7300,FALSE,5,23,55
Renault,Laguna,mechanical,black,153000,2015,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,11000,FALSE,13,100,250
Renault,Laguna,mechanical,white,247000,2002,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,3400,TRUE,19,25,30
Renault,Megane,mechanical,blue,277000,2003,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,3700,TRUE,11,79,113
Renault,Scenic,mechanical,silver,357000,2004,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,4800,FALSE,20,2,1
Renault,Grand Scenic,automatic,grey,322000,2005,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,5500,FALSE,9,8,14
Renault,Megane,mechanical,other,292000,2008,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,4400,FALSE,13,4,5
Renault,Kadjar,mechanical,black,150000,2015,diesel,FALSE,diesel,1.5,suv,FALSE,owned,front,15700,FALSE,32,14,19
Renault,Laguna,mechanical,red,370000,2002,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,3850,TRUE,8,7,8
Renault,Safrane,mechanical,green,315000,1998,diesel,FALSE,diesel,2.2,liftback,FALSE,owned,front,1200,TRUE,10,72,108
Renault,Espace,mechanical,blue,302000,2004,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,7100,TRUE,6,1,0
Renault,Scenic,mechanical,red,237000,1997,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,2650,FALSE,9,12,13
Renault,Scenic,mechanical,blue,290000,2000,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,3950,TRUE,5,1,0
Renault,Logan,mechanical,black,84000,2015,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,7300,FALSE,10,3,5
Renault,Master,mechanical,white,300000,1995,diesel,FALSE,diesel,2.5,van,FALSE,owned,front,2800,FALSE,12,9,19
Renault,Sandero,mechanical,red,210000,2009,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,3990,TRUE,4,3,3
Renault,Megane,mechanical,green,250000,2000,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,2650,FALSE,5,4,5
Renault,Grand Scenic,mechanical,black,240000,2008,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,6700,TRUE,13,1,0
Renault,Laguna,mechanical,blue,310000,2001,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,3350,TRUE,5,11,27
Renault,Megane Scenic,mechanical,blue,358,1998,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,2300,TRUE,11,3,11
Renault,Safrane,mechanical,blue,300000,1998,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,700,FALSE,4,2,2
Renault,Scenic,mechanical,black,198000,2013,diesel,FALSE,diesel,1.5,minivan,FALSE,owned,front,9000,FALSE,11,102,135
Renault,Scenic,mechanical,blue,300000,1997,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,1650,FALSE,6,16,26
Renault,Laguna,mechanical,white,320000,1999,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,1200,FALSE,4,32,84
Renault,Espace,mechanical,blue,430000,2000,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,3800,TRUE,11,7,17
Renault,Fluence,mechanical,silver,113000,2014,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,8536.45,TRUE,9,51,57
Renault,Grand Espace,automatic,blue,410000,2005,diesel,FALSE,diesel,3,minivan,FALSE,owned,front,6700,TRUE,13,29,91
Renault,Grand Espace,mechanical,grey,151500,2014,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,14999,FALSE,13,65,102
Renault,Duster,automatic,silver,115000,2014,gasoline,FALSE,gasoline,2,suv,FALSE,owned,front,8650,FALSE,5,36,265
Renault,Scenic,automatic,red,132500,2012,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,12999,TRUE,20,12,26
Renault,Laguna,automatic,blue,255000,2008,diesel,FALSE,diesel,2,liftback,FALSE,owned,front,8000,TRUE,11,1,0
Renault,Scenic,mechanical,green,280000,1998,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,1900,FALSE,8,1,0
Renault,Laguna,mechanical,blue,360000,1995,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,901.07,FALSE,1,1,0
Renault,Twingo,mechanical,green,290000,1993,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,800,TRUE,10,79,241
Renault,Laguna,mechanical,blue,289450,1995,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,1100,FALSE,4,40,89
Renault,Megane,mechanical,grey,339000,2003,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,2600,FALSE,7,13,15
Renault,Scenic,mechanical,blue,349000,2001,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,4000,FALSE,7,4,6
Renault,Clio,mechanical,grey,240000,2001,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,2100,TRUE,6,7,15
Renault,Megane Scenic,mechanical,other,263547,1998,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,1114.48,FALSE,7,5,6
Renault,Safrane,mechanical,green,540000,1998,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,1000,TRUE,7,2,2
Renault,19,mechanical,red,300000,1992,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,355.69,FALSE,5,43,195
Renault,Safrane,automatic,blue,430000,1997,gasoline,FALSE,gasoline,2.5,hatchback,FALSE,owned,front,1896.99,FALSE,11,43,76
Renault,19,mechanical,grey,320000,1996,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,550,FALSE,5,13,16
Renault,Logan,mechanical,red,150000,2009,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,2100,TRUE,4,1,0
Renault,Safrane,mechanical,black,500000,1993,gasoline,FALSE,gasoline,2.2,hatchback,FALSE,owned,front,474.25,FALSE,10,14,137
Renault,Vel Satis,automatic,grey,265530,2002,diesel,FALSE,diesel,3,hatchback,FALSE,owned,front,4500,TRUE,9,39,44
Renault,Espace,mechanical,grey,111111,2004,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,4700,FALSE,6,1,1
Renault,Espace,mechanical,green,350000,1999,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,4250,FALSE,4,11,19
Renault,Scenic,mechanical,grey,520000,1999,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,1200,TRUE,13,8,16
Renault,Megane,mechanical,silver,155000,2015,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,9500,FALSE,20,8,19
Renault,Laguna,automatic,black,245000,2008,diesel,FALSE,diesel,2,universal,FALSE,owned,front,8000,TRUE,17,28,33
Renault,Megane,automatic,brown,95000,2012,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,7500,FALSE,11,3,3
Renault,Megane Scenic,mechanical,red,270000,1998,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,2350,TRUE,6,130,277
Renault,19,mechanical,red,245000,1992,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,450,TRUE,9,2,7
Renault,19,mechanical,white,380000,1990,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,213.41,FALSE,7,53,162
Renault,Laguna,mechanical,blue,14900,2000,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,2513.52,FALSE,5,1,1
Renault,Megane,mechanical,silver,220000,2006,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,5000,TRUE,2,217,708
Renault,19,mechanical,silver,168000,1997,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,850,TRUE,9,230,386
Renault,Laguna,mechanical,other,345000,2004,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,3800,TRUE,1,6,25
Renault,Laguna,mechanical,black,300000,1999,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,2600,FALSE,1,28,152
Renault,Scenic,mechanical,green,290000,2002,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,3650,FALSE,8,1,1
Renault,Laguna,mechanical,silver,215000,2011,diesel,FALSE,diesel,1.5,liftback,FALSE,owned,front,7700,FALSE,12,1,1
Renault,Laguna,mechanical,black,220000,2003,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,4600,FALSE,9,1,1
Renault,Laguna,automatic,white,208782,2015,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,9700,FALSE,13,65,125
Renault,Laguna,automatic,other,280000,2008,diesel,FALSE,diesel,2,universal,FALSE,emergency,front,4500,FALSE,14,3,3
Renault,Megane,mechanical,red,295645,1999,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,2000,TRUE,8,22,25
Renault,Megane,mechanical,blue,657489,1998,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,1300,FALSE,9,20,47
Renault,Master,mechanical,white,263000,2010,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,11500,FALSE,4,25,58
Renault,Safrane,mechanical,blue,315000,1998,gasoline,FALSE,gasoline,2,liftback,FALSE,owned,front,2000,FALSE,6,25,36
Renault,Megane Scenic,mechanical,green,180000,1999,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,2500,TRUE,8,8,9
Renault,19,mechanical,green,230000,1994,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,1400,FALSE,11,11,24
Renault,Scenic,mechanical,white,472000,2000,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,3500,FALSE,13,6,27
Renault,Scenic,mechanical,grey,360000,2001,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,3500,FALSE,11,96,148
Renault,Megane,mechanical,grey,351000,2001,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,2100,FALSE,9,28,41
Renault,Logan,mechanical,silver,38000,2018,gas,TRUE,gasoline,1.6,sedan,FALSE,owned,front,9999,FALSE,9,4,5
Renault,Megane,automatic,black,102000,2013,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,8500,FALSE,2,21,57
Renault,Safrane,mechanical,green,380000,1998,gas,TRUE,gasoline,2,sedan,FALSE,owned,front,1700,TRUE,11,73,80
Renault,Laguna,mechanical,blue,230,1997,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,2181.54,FALSE,12,1,1
Renault,Safrane,mechanical,violet,300000,1998,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,1300,TRUE,5,57,226
Renault,Megane,mechanical,blue,111,1997,gas,TRUE,gasoline,1.6,hatchback,FALSE,owned,front,850,FALSE,9,1,1
Renault,Megane,mechanical,blue,272000,2006,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,4750,FALSE,11,1,1
Renault,Megane,mechanical,silver,180000,2009,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,5928.1,FALSE,17,1016,1436
Renault,Safrane,mechanical,blue,270000,1994,gasoline,FALSE,gasoline,2.2,hatchback,FALSE,owned,front,1500,TRUE,11,27,35
Renault,Laguna,mechanical,grey,130000,1996,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,1850,TRUE,23,10,11
Renault,Laguna,mechanical,white,3800,1995,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,1400,TRUE,8,1,1
Renault,Safrane,mechanical,green,326000,1997,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,1550,TRUE,10,36,123
Renault,Megane,mechanical,red,260000,1996,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,500,FALSE,4,247,356
Renault,Laguna,mechanical,grey,380000,1997,diesel,FALSE,diesel,2.2,universal,FALSE,owned,front,1199,FALSE,9,15,27
Renault,21,mechanical,grey,230000,1993,gasoline,FALSE,gasoline,1.7,hatchback,FALSE,owned,front,250,TRUE,6,31,255
Renault,Sandero,mechanical,black,188350,2014,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,6700,FALSE,20,5,8
Renault,Grand Scenic,mechanical,grey,178000,2015,diesel,FALSE,diesel,1.5,minivan,FALSE,owned,front,11900,TRUE,32,7,57
Renault,Megane,mechanical,white,350000,1999,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,1700,FALSE,4,46,147
Renault,Clio,mechanical,grey,198000,2005,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,2450,TRUE,3,36,86
Renault,Megane,mechanical,silver,320000,2009,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,5300,TRUE,6,5,5
Renault,Scenic,mechanical,white,190000,2011,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,8150,TRUE,30,18,31
Renault,Grand Espace,mechanical,white,179000,2016,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,16650,TRUE,30,21,36
Renault,Latitude,automatic,grey,90000,2013,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,9499,TRUE,28,14,22
Renault,Master,mechanical,silver,250000,2003,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,7500,FALSE,2,9,75
Renault,Captur,automatic,grey,45000,2017,gasoline,FALSE,gasoline,1.6,suv,FALSE,owned,front,15000,FALSE,6,25,58
Renault,Scenic,mechanical,grey,330000,2002,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,3400,TRUE,4,34,150
Renault,Talisman,mechanical,black,91000,2016,diesel,FALSE,diesel,1.5,sedan,FALSE,owned,front,15900,FALSE,26,8,10
Renault,Laguna,mechanical,red,383000,1996,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,2038.79,TRUE,6,7,8
Renault,Espace,mechanical,violet,349000,1997,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,2845.49,TRUE,2,10,32
Renault,Laguna,automatic,blue,275000,1998,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,2000,TRUE,9,173,624
Renault,Laguna,mechanical,blue,275000,1997,diesel,FALSE,diesel,2.2,universal,FALSE,owned,front,500,TRUE,5,36,109
Renault,Trafic,mechanical,white,234567,1997,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,1650,TRUE,6,3,3
Renault,Scenic,mechanical,silver,342000,2001,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,3400,FALSE,4,41,89
Renault,Megane Scenic,automatic,red,320000,1998,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,2700,TRUE,8,12,20
Renault,Duster,mechanical,black,135000,2013,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,9400,FALSE,11,208,299
Renault,Laguna,mechanical,silver,300000,2000,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,2600,TRUE,6,144,215
Renault,Megane,mechanical,other,255000,1999,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,1790,FALSE,10,29,83
Renault,Dokker,mechanical,silver,200000,2013,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,7950,FALSE,6,25,65
Renault,Dokker,mechanical,silver,125000,2014,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,8200,FALSE,14,13,22
Renault,Safrane,mechanical,other,376000,2000,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,1500,TRUE,6,12,267
Renault,Megane Scenic,mechanical,black,130000,2013,diesel,FALSE,diesel,1.5,minivan,FALSE,owned,front,9959.2,FALSE,3,2,80
Renault,Megane,mechanical,grey,190000,2003,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,4100,TRUE,12,46,66
