teamID,yearID,lgID,G,W,L,R,RA
NYA,2023,AL,162,82,80,673,698
OAK,2023,AL,162,50,112,585,924
SEA,2023,AL,162,88,74,758,659
TBA,2023,AL,162,99,63,860,665
TEX,2023,AL,162,90,72,881,716
TOR,2023,AL,162,89,73,746,671
ARI,2023,NL,162,84,78,746,761
ATL,2023,NL,162,104,58,947,716
CHN,2023,NL,162,83,79,819,723
CIN,2023,NL,162,82,80,783,821
COL,2023,NL,162,59,103,721,957
LAN,2023,NL,162,100,62,906,699
MIA,2023,NL,162,84,78,666,723
MIL,2023,NL,162,92,70,728,647
NYN,2023,NL,162,75,87,717,729
PHI,2023,NL,162,90,72,796,715
PIT,2023,NL,162,76,86,692,790
SDN,2023,NL,162,82,80,752,648
SFN,2023,NL,162,79,83,674,719
SLN,2023,NL,162,71,91,719,829
WAS,2023,NL,162,71,91,700,845
