Country,Country_Code,Year,Fertility_Rate,Urban_Population_Percent,Total_Population,Water_Access_Percent,Unemployment_Rate,Sanitary_Expense_Per_GDP,Life_Expectancy,Life_Expectancy_Female,Life_Expectancy_Male,Infant_Deaths,GDP_Per_Capita,Hospital_Beds_Per_1000,Female_Population,Male_Population,Alcohol_Consumption_Per_Capita,Immunization_Rate,Sanitary_Expense_Per_Capita,CO2_Exposure_Percent,Air_Pollution,Labour_Force_Total,Tuberculosis_Per_100000,Suicide_Rate_Percent,Obesity_Rate_Percent,Underweight_Rate_Percent,Overweight_Rate_Percent,Safe_Water_Access_Percent
Costa Rica,CRI,2017,1.74,78.56,4993842.0,80.4417707041206,7.729,7.04522991,79.377,81.76,77.07,519.0,12118.1336248174,1.13,2490983.0,2502859.0,3.55,96.0,853.75048828,17.165875341513,17.165875341513,2335223.0,9.6,2.32,22.46,2.22,59.99,99.66
Costa Rica,CRI,2018,1.709,79.34,5040734.0,80.525590360828,9.01,7.28587723,79.484,82.083,76.996,505.0,12383.1499522763,1.11,2515262.0,2525472.0,3.45,94.0,902.22119141,15.1307436338713,15.1307436338713,2459739.0,10.0,12.18,22.96,2.19,60.28,99.62
Costa Rica,CRI,2019,1.632,80.076,5084532.0,80.5206840136456,10.807,7.22124958,79.427,81.953,77.002,479.0,12669.3411549351,1.09,2538156.0,2546376.0,3.45,95.0,914.88470459,13.3766440949763,13.3766440949763,2573190.0,10.0,14.12,23.47,2.15,60.55,99.63
Costa Rica,CRI,2020,1.555,80.771,5123105.0,80.5160465668615,16.432,7.8254571,79.277,81.912,76.751,446.0,12179.2566735195,1.15,2558483.0,2564622.0,3.4,97.0,953.08251953,14.3075712471404,14.3075712471404,2456537.0,9.8,,24.0,2.11,60.83,99.65
Costa Rica,CRI,2021,1.533,81.425,5153957.0,80.5116881112198,15.139,7.56881428,77.023,79.811,74.418,426.0,12604.0488374654,1.18,2575216.0,2578741.0,,93.0,948.92163086,,,2529009.0,10.0,,24.55,2.08,61.12,99.65
Cote d'Ivoire,CIV,2012,4.974,48.172,22010712.0,28.7375709803376,7.223,4.4273715,56.158,57.339,55.073,56423.0,1649.30161629018,,10845584.0,11165128.0,2.15,82.0,74.48454285,51.355889030092,51.355889030092,7988446.0,178.0,11.26,4.81,7.93,25.18,56.81
Cote d'Ivoire,CIV,2013,4.92,48.593,22469268.0,31.5056813067325,4.255,3.71773791,56.748,58.024,55.581,54991.0,1903.05422876301,,11077831.0,11391437.0,2.26,75.0,71.52493286,40.0659563695022,40.0659563695022,8151021.0,170.0,11.11,10.25,7.85,25.6,56.94
Cote d'Ivoire,CIV,2014,4.867,49.014,22995555.0,33.2507794211575,3.275,3.7310183,57.208,58.263,56.234,53688.0,2124.01942956841,,11343487.0,11652068.0,2.44,73.0,79.31149292,38.9323349133904,38.9323349133904,8360975.0,165.0,10.54,10.62,7.77,26.0,57.07
Cote d'Ivoire,CIV,2015,4.813,49.444,23596741.0,35.0107478443883,2.574,3.2198832,57.762,58.947,56.677,52865.0,1941.58189765549,,11646213.0,11950528.0,2.57,79.0,62.51667023,61.954609777616,61.954609777616,8617882.0,159.0,10.0,11.01,7.71,26.4,57.2
Cote d'Ivoire,CIV,2016,4.759,49.881,24213622.0,36.7854755505636,1.896,3.32101274,58.06,59.069,57.13,52599.0,1999.19537179625,,11956537.0,12257085.0,2.65,87.0,66.39353943,55.6539855341019,55.6539855341019,8883562.0,153.0,15.92,11.42,7.65,26.82,57.33
Cote d'Ivoire,CIV,2017,4.742,50.326,24848016.0,38.5754643830321,3.273,3.24693036,58.48,59.723,57.348,52346.0,2113.34152379369,,12275633.0,12572382.0,2.71,83.0,68.61872864,50.6654421695962,50.6654421695962,9157647.0,148.0,15.39,11.86,7.6,27.24,57.46
Cote d'Ivoire,CIV,2018,4.611,50.779,25493988.0,40.3810137249807,2.851,3.0916779,58.849,59.94,57.846,51656.0,2295.54033628198,,12600637.0,12893352.0,2.8,84.0,70.97071075,50.8958061004876,50.8958061004876,9441715.0,142.0,15.03,12.31,7.54,27.68,57.59
Cote d'Ivoire,CIV,2019,4.538,51.239,26147551.0,42.1515450758296,2.401,3.21496511,59.319,60.59,58.162,50435.0,2309.31358341573,,12929424.0,13218128.0,2.8,81.0,73.64801788,44.3324266688486,44.3324266688486,9735200.0,137.0,14.86,12.78,7.49,28.14,57.72
Cote d'Ivoire,CIV,2020,4.472,51.706,26811790.0,43.6416406173766,2.559,3.62587261,59.032,60.351,57.86,49846.0,2350.75139725548,,13264169.0,13547621.0,2.85,75.0,85.17427826,49.4977827339493,49.4977827339493,9943686.0,132.0,,13.28,7.45,28.63,57.85
Cote d'Ivoire,CIV,2021,4.418,52.18,27478249.0,43.7664578960464,2.59,3.13269377,58.598,59.941,57.4,49295.0,2649.17304788159,,13600535.0,13877714.0,,76.0,81.86914825,,,10263449.0,128.0,,10.17,7.41,29.13,57.95
Croatia,HRV,2012,1.52,55.506,4267558.0,,15.935,7.68,76.9243902439024,80.1,73.9,187.0,13452.9759027717,5.8,2209615.0,2057943.0,9.32,96.0,1030.0,20.9195365864097,20.9195365864097,1865281.0,15.0,18.39,25.75,0.98,50.46,100.0
Croatia,HRV,2013,1.46,55.706,4255689.0,,17.251,6.43,77.1268292682927,80.2,74.2,179.0,14002.2381023542,5.79,2201417.0,2054271.0,8.91,96.0,890.0,20.2640413078795,20.2640413078795,1844972.0,14.0,16.49,26.69,0.96,51.04,100.0
Croatia,HRV,2014,1.46,55.923,4238389.0,,17.29,6.61,77.4780487804878,80.5,74.6,171.0,14035.8597369389,5.84,2190210.0,2048178.0,8.69,95.0,909.0,19.8289409065182,19.8289409065182,1896011.0,14.0,17.27,27.66,0.95,51.62,100.0
Croatia,HRV,2015,1.41,56.155,4203604.0,,16.175,6.69,77.2756097560976,80.4,74.3,162.0,12135.1036186683,5.5,2169815.0,2033789.0,8.59,94.0,796.0,20.1718710437292,20.1718710437292,1896675.0,13.0,17.61,28.68,0.93,52.2,100.0
Croatia,HRV,2016,1.43,56.403,4174349.0,,13.103,6.73,78.0219512195122,81.3,74.9,156.0,12634.3195701712,5.43,2152392.0,2021957.0,8.65,93.0,841.0,18.1778313300349,18.1778313300349,1835203.0,12.0,16.43,29.74,0.92,52.78,100.0
Croatia,HRV,2017,1.42,56.667,4124531.0,,11.208,6.66,77.8268292682927,80.9,74.9,153.0,13655.4798216229,5.46,2124310.0,2000221.0,8.63,92.0,903.0,18.7613905967833,18.7613905967833,1824724.0,10.0,15.68,30.83,0.91,53.36,100.0
Croatia,HRV,2018,1.47,56.947,4087843.0,,8.432,6.75,78.0707317073171,81.4,74.9,151.0,15132.9554012394,5.52,2102981.0,1984862.0,8.54,93.0,1025.0,20.0014497847215,20.0014497847215,1794304.0,10.0,16.39,31.7,0.9,53.94,100.0
Croatia,HRV,2019,1.47,57.242,4065253.0,,6.617,6.8,78.4243902439025,81.6,75.4,148.0,15218.5258037621,5.58,2089106.0,1976146.0,8.54,94.0,1040.0,15.914853988952,15.914853988952,1781597.0,8.6,16.37,32.43,0.89,54.51,100.0
Croatia,HRV,2020,1.48,57.553,4047680.0,,7.507,7.72,77.7243902439024,80.9,74.7,144.0,14383.8695000306,5.6,2077963.0,1969718.0,7.65,94.0,1095.0,16.1208592960264,16.1208592960264,1772376.0,5.1,,33.17,0.88,55.08,100.0
Croatia,HRV,2021,1.62,57.878,3878981.0,,7.608,8.1,76.4243902439025,79.6,73.4,139.0,17943.415126673,,1990335.0,1888646.0,,92.0,1384.0,,,1724579.0,4.5,,33.91,0.87,55.65,100.0
Cuba,CUB,2012,1.681,76.781,11309290.0,,3.46,9.29940987,77.833,80.122,75.657,616.0,6467.33791422804,4.04,5666230.0,5643060.0,5.58,99.0,601.42425537,19.6276365485068,19.6276365485068,5206440.0,7.5,13.8,13.53,5.33,44.25,84.77
Cuba,CUB,2013,1.688,76.827,11321579.0,,3.29,10.43099499,77.87,80.157,75.688,598.0,6814.24384354868,4.04,5674433.0,5647146.0,5.66,99.0,710.793396,19.9113493948996,19.9113493948996,5235766.0,7.7,13.94,14.06,5.2,45.13,85.41
Cuba,CUB,2014,1.663,76.861,11332026.0,,2.7,12.1412344,77.853,80.166,75.644,592.0,7117.53573456326,4.01,5681712.0,5650315.0,5.77,99.0,864.15557861,20.762060268269,20.762060268269,5258253.0,7.4,13.44,14.61,5.08,45.99,86.04
Cuba,CUB,2015,1.694,76.896,11339894.0,,2.4,12.81401348,77.772,80.148,75.505,594.0,7683.74025365669,4.05,5687872.0,5652022.0,5.85,99.0,985.41900635,21.4005165459257,21.4005165459257,5292666.0,7.1,14.03,15.18,4.97,46.86,86.68
Cuba,CUB,2016,1.609,76.93,11342012.0,,2.0,12.2177515,77.643,80.111,75.297,591.0,8055.92586780018,4.13,5691556.0,5650455.0,5.91,99.0,984.24865723,19.7476038869862,19.7476038869862,5308720.0,6.9,13.36,15.77,4.87,47.72,87.31
Cuba,CUB,2017,1.593,76.977,11336405.0,,1.7,11.47197342,77.529,80.071,75.118,584.0,8543.33006731328,4.13,5691861.0,5644544.0,5.95,99.0,980.09216309,20.1327865141339,20.1327865141339,5326759.0,7.2,14.55,16.37,4.77,48.58,87.95
Cuba,CUB,2018,1.631,77.037,11328244.0,,1.7,11.0184288,77.496,80.051,75.067,602.0,8831.91040872027,4.15,5691084.0,5637159.0,6.01,99.0,973.13745117,20.9153664764928,20.9153664764928,5342937.0,7.2,14.25,16.98,4.68,49.44,88.59
Cuba,CUB,2019,1.551,77.109,11316697.0,,1.2,11.08496857,77.611,80.075,75.244,613.0,9139.38051005519,4.17,5688414.0,5628282.0,6.01,99.0,1013.10137939,20.3431122356184,20.3431122356184,5345176.0,6.5,14.45,17.62,4.59,50.29,89.23
Cuba,CUB,2020,1.5,77.194,11300698.0,,1.4,12.48639679,77.567,80.225,75.044,608.0,9499.57250428248,4.19,5683880.0,5616818.0,5.38,99.0,1186.15649414,21.2367242811561,21.2367242811561,5016414.0,6.4,,18.28,4.51,51.14,89.87
Cuba,CUB,2021,1.442,77.292,11256372.0,,1.373,13.78727818,73.683,76.359,71.245,610.0,,4.22,5667114.0,5589258.0,,99.0,,,,5106046.0,6.5,,18.96,4.43,52.0,91.28
Cyprus,CYP,2012,1.386,67.261,1156556.0,98.1839966639997,12.097,6.54,80.109,82.15,78.091,34.0,28991.9296875,2.59,576891.0,579665.0,8.52,99.0,1899.0,16.876649443899,16.876649443899,615106.0,6.2,0.89,20.99,0.8,46.04,99.88
Cyprus,CYP,2013,1.305,67.137,1166968.0,98.4436533593412,16.131,6.93,80.402,82.405,78.409,32.0,27797.453125,2.52,582139.0,584829.0,8.26,99.0,1916.0,16.2406674925642,16.2406674925642,620095.0,4.0,1.25,21.18,0.82,45.99,99.87
Cyprus,CYP,2014,1.315,67.031,1176995.0,98.7032591582429,16.277,6.93,80.771,82.723,78.817,31.0,27244.34375,2.47,587186.0,589809.0,8.01,99.0,1874.0,16.1114833623758,16.1114833623758,630237.0,3.7,3.1,21.39,0.84,45.94,99.87
Cyprus,CYP,2015,1.326,66.946,1187280.0,98.9628141538222,15.026,6.79,80.966,82.873,79.051,31.0,23487.21875,2.44,592342.0,594938.0,8.12,97.0,1596.0,16.9122147785325,16.9122147785325,621262.0,5.9,2.1,21.59,0.86,45.88,99.86
Cyprus,CYP,2016,1.36,66.881,1197881.0,99.2223052535276,13.006,6.65,81.056,83.185,78.945,32.0,24715.142578125,2.44,597688.0,600193.0,8.09,97.0,1649.0,14.4813342529054,14.4813342529054,616189.0,5.3,1.23,21.8,0.89,45.83,99.86
Cyprus,CYP,2017,1.322,66.836,1208523.0,99.4817456332683,11.155,6.62,81.328,83.415,79.246,33.0,26697.005859375,2.34,603093.0,605429.0,8.07,97.0,1773.0,15.1071226081124,15.1071226081124,625955.0,4.8,0.98,22.02,0.92,45.78,99.85
Cyprus,CYP,2018,1.32,66.81,1218831.0,99.741113800891,8.504,6.83,81.382,83.058,79.67,33.0,29419.88671875,2.27,608241.0,610590.0,8.05,99.0,2021.0,15.24949999422,15.24949999422,639464.0,4.6,1.78,22.23,0.95,45.73,99.85
Cyprus,CYP,2019,1.332,66.805,1228836.0,99.7651923631792,7.155,7.07,81.397,83.27,79.508,34.0,29419.9921875,2.24,613199.0,615637.0,8.05,96.0,2093.0,15.0066614653737,15.0066614653737,650331.0,5.9,1.27,22.45,0.99,45.68,99.85
Cyprus,CYP,2020,1.328,66.821,1237537.0,99.7651721581168,7.755,8.41,81.391,83.448,79.345,35.0,28281.412109375,,617605.0,619932.0,6.36,96.0,2362.0,13.508701890821,13.508701890821,652883.0,3.0,,22.67,1.04,45.64,99.85
Cyprus,CYP,2021,1.321,66.856,1244188.0,99.7651324768156,7.513,9.43,81.203,83.204,79.209,35.0,32745.83984375,,621034.0,623154.0,,96.0,2990.0,,,667244.0,4.2,,22.91,1.09,45.6,99.85
Czechia,CZE,2012,1.45,73.197,10510785.0,97.6355731996119,6.979,7.62448311,78.0756097560976,81.2,75.1,279.0,19870.8012123403,6.93,5349512.0,5161272.0,13.08,99.0,1515.81604004,19.2882808825023,19.2882808825023,5254149.0,6.2,16.7,24.72,0.89,46.23,99.79
Czechia,CZE,2013,1.46,73.29,10514272.0,97.7582259753032,6.953,7.52132368,78.1756097560976,81.3,75.2,273.0,20133.1691431353,6.7,5350915.0,5163357.0,13.14,98.0,1514.01403809,18.9336384922511,18.9336384922511,5302824.0,5.2,15.69,25.08,0.89,46.56,99.8
Czechia,CZE,2014,1.53,73.384,10525347.0,97.8804430500681,6.108,7.61248875,78.8243902439024,82.0,75.8,275.0,19890.9199056648,6.68,5355330.0,5170017.0,13.11,97.0,1516.05627441,18.3617483140192,18.3617483140192,5300088.0,5.2,14.82,25.47,0.89,46.93,99.82
Czechia,CZE,2015,1.57,73.477,10546059.0,97.8807253473668,5.048,7.36897945,78.5780487804878,81.6,75.7,281.0,17829.6983223668,6.68,5363145.0,5182914.0,13.22,97.0,1314.83728027,17.8128111083862,17.8128111083862,5309480.0,5.6,13.57,25.86,0.89,47.32,99.82
Czechia,CZE,2016,1.63,73.57,10566332.0,97.8810008546094,3.952,7.44554329,79.0268292682927,82.1,76.1,286.0,18575.2320271915,6.69,5370608.0,5195724.0,13.2,96.0,1384.66357422,16.9928991704268,16.9928991704268,5354440.0,5.6,12.99,26.25,0.89,47.73,99.82
Czechia,CZE,2017,1.69,73.675,10594438.0,97.8813135588744,2.893,7.38071585,78.9780487804878,82.0,76.1,288.0,20636.199952435,6.67,5382150.0,5212288.0,13.26,96.0,1525.34790039,16.9432784272519,16.9432784272519,5386053.0,5.4,13.93,26.62,0.9,48.14,99.82
Czechia,CZE,2018,1.71,73.792,10629928.0,97.8816619040419,2.246,7.47048092,79.0292682926829,82.0,76.2,284.0,23424.4804601855,6.68,5397481.0,5232447.0,13.29,97.0,1753.19897461,17.3467438168398,17.3467438168398,5425122.0,4.7,13.56,26.99,0.9,48.55,99.82
Czechia,CZE,2019,1.71,73.921,10671870.0,97.8820483219257,2.015,7.60336018,79.2292682926829,82.2,76.4,271.0,23664.8478631108,6.66,5416114.0,5255756.0,13.29,97.0,1803.05249023,14.2336874017967,14.2336874017967,5421467.0,5.0,12.18,27.35,0.9,48.96,99.82
Czechia,CZE,2020,1.74,74.061,10697858.0,97.8824671997283,2.551,9.2136879,78.1756097560976,81.3,75.2,253.0,22992.8793833348,6.6,5428157.0,5269701.0,11.99,97.0,2119.26831055,14.1110711384133,14.1110711384133,5375292.0,3.9,,27.71,0.91,49.37,99.82
Czechia,CZE,2021,1.83,74.214,10505772.0,97.8829255452435,2.803,9.4887867,77.2219512195122,80.5,74.1,235.0,26822.5141862111,,5331795.0,5173976.0,,94.0,2498.51660156,,,5279722.0,3.8,,28.04,0.91,49.78,99.82
Denmark,DNK,2012,1.73,87.142,5591572.0,97.593687158432,7.798,10.52,80.0512195121951,82.1,78.1,202.0,58507.5080517852,,2817935.0,2773637.0,9.83,94.0,6168.0,10.811456086122,10.811456086122,2871734.0,7.0,12.8,11.85,1.09,35.0,100.0
Denmark,DNK,2013,1.67,87.292,5614932.0,97.9905938239385,7.384,10.33,80.3,82.4,78.3,197.0,61191.1937042028,3.06,2828795.0,2786137.0,9.55,94.0,6334.0,10.3963287855885,10.3963287855885,2850392.0,6.8,12.13,11.86,1.12,35.04,100.0
Denmark,DNK,2014,1.69,87.41,5643475.0,98.3875001402106,6.925,10.31,80.7,82.8,78.7,196.0,62548.9847332908,2.69,2842283.0,2801192.0,9.6,94.0,6467.0,10.8104890765495,10.8104890765495,2865028.0,6.0,11.98,11.87,1.16,35.08,100.0
Denmark,DNK,2015,1.71,87.526,5683483.0,98.7844096414334,6.278,10.34,80.7024390243902,82.7,78.8,200.0,53254.8563700916,2.53,2861483.0,2821999.0,9.61,93.0,5532.0,10.2267270069046,10.2267270069046,2895364.0,6.5,10.93,11.88,1.21,35.13,100.0
Denmark,DNK,2016,1.79,87.642,5728010.0,99.1813090439104,5.989,10.25,80.8536585365854,82.8,79.0,205.0,54663.9983719195,2.61,2882835.0,2845175.0,9.52,94.0,5624.0,9.23431703209402,9.23431703209402,2939677.0,5.9,10.87,11.89,1.27,35.18,100.0
Denmark,DNK,2017,1.75,87.757,5764980.0,99.5782174188815,5.833,10.1,81.1024390243903,83.1,79.2,206.0,57610.0981801135,2.62,2900427.0,2864553.0,9.5,98.0,5834.0,10.0945595167367,10.0945595167367,2966464.0,5.0,11.35,11.91,1.34,35.24,100.0
Denmark,DNK,2018,1.73,87.874,5793636.0,99.9188311329772,5.131,10.1,80.9536585365854,82.9,79.1,202.0,61591.9288698958,2.62,2913918.0,2879718.0,9.4,97.0,6233.0,10.3539340590391,10.3539340590391,2990219.0,5.4,11.37,11.92,1.42,35.29,100.0
Denmark,DNK,2019,1.7,87.994,5814422.0,99.9188303479105,5.018,10.15,81.4512195121951,83.5,79.5,198.0,59592.9806886454,2.6,2923497.0,2890926.0,9.4,97.0,6059.0,9.61197285377196,9.61197285377196,3032098.0,5.1,10.7,11.94,1.51,35.35,100.0
Denmark,DNK,2020,1.68,88.116,5831404.0,99.9188240598864,5.637,10.56,81.6024390243903,83.6,79.7,195.0,60836.5924121638,2.59,2931257.0,2900148.0,9.49,97.0,6442.0,9.06983927345931,9.06983927345931,3028252.0,4.1,,11.96,1.61,35.42,100.0
Denmark,DNK,2021,1.72,88.24,5856733.0,99.9188271844994,5.043,10.82,81.4048780487805,83.3,79.6,195.0,69268.6517983134,2.51,2943337.0,2913397.0,,97.0,7382.0,,,3070703.0,3.8,,11.98,1.73,35.49,100.0
Djibouti,DJI,2012,3.237,77.138,954297.0,,26.252,3.299927,60.848,63.083,58.687,1390.0,1418.46085811933,1.11,479398.0,474899.0,0.66,81.0,65.69985962,49.9458902567221,49.9458902567221,202701.0,449.0,11.22,10.02,12.62,16.03,49.87
Djibouti,DJI,2013,3.178,77.222,971753.0,,26.211,2.92013574,61.221,63.225,59.266,1355.0,2102.19794830208,1.09,488225.0,483527.0,0.65,82.0,61.38714981,47.8759603560518,47.8759603560518,207030.0,401.0,11.63,10.51,12.48,16.44,49.5
Djibouti,DJI,2014,3.112,77.314,989087.0,,26.217,2.96726322,61.641,64.091,59.285,1320.0,2239.11453821208,1.2,497024.0,492063.0,0.59,78.0,66.44046021,42.8427623405981,42.8427623405981,211481.0,302.0,11.91,11.03,12.34,16.88,49.13
Djibouti,DJI,2015,3.066,77.417,1006259.0,,26.095,3.3475771,61.957,64.299,59.695,1286.0,2409.31190224284,1.28,505777.0,500482.0,0.53,84.0,80.65351105,45.1648934739259,45.1648934739259,215965.0,329.0,11.63,11.56,12.22,17.34,48.76
Djibouti,DJI,2016,3.011,77.528,1023261.0,,25.999,2.7416594,62.191,64.52,59.939,1254.0,2545.73879850905,1.46,514429.0,508832.0,0.49,68.0,69.79541779,44.0959715411584,44.0959715411584,220911.0,304.0,12.13,12.12,12.11,17.82,48.39
Djibouti,DJI,2017,2.972,77.648,1040233.0,,26.064,2.46857476,62.797,65.337,60.354,1221.0,2655.73321960188,1.44,523091.0,517141.0,0.47,76.0,65.55883026,44.0854038430172,44.0854038430172,225672.0,244.0,12.68,12.69,12.01,18.33,48.02
Djibouti,DJI,2018,2.929,77.777,1057198.0,,26.18,2.33968735,63.038,65.583,60.59,1193.0,2755.83829341814,1.42,531774.0,525424.0,0.4,84.0,64.47797394,43.0573056895078,43.0573056895078,230329.0,233.0,12.63,13.28,11.92,18.87,47.65
Djibouti,DJI,2019,2.891,77.915,1073994.0,,26.246,2.16640544,63.085,65.563,60.695,1165.0,2876.04366371536,,540367.0,533626.0,0.4,85.0,62.30675125,39.7218573893781,39.7218573893781,234947.0,210.0,12.6,13.89,11.83,19.44,47.28
Djibouti,DJI,2020,2.848,78.062,1090156.0,,27.645,2.15048313,62.694,65.461,60.071,1136.0,2921.73870623293,,548686.0,541471.0,0.38,70.0,62.75099945,35.9243304831101,35.9243304831101,235554.0,192.0,,14.52,11.75,20.05,47.28
Djibouti,DJI,2021,2.804,78.217,1105557.0,,27.548,2.87667227,62.305,65.019,59.728,1106.0,3062.55148207643,,556667.0,548890.0,,59.0,87.74766541,,,240479.0,201.0,,10.34,11.67,20.69,47.28
Dominica,DMA,2012,1.824,68.685,68888.0,,,5.79509926,70.538,73.215,68.214,22.0,7054.87597689432,4.01,34127.0,34761.0,6.39,97.0,408.77490234,18.6039506649296,18.6039506649296,,11.0,,12.73,3.68,37.06,95.3
Dominica,DMA,2013,1.772,68.982,68819.0,,,5.34749842,68.896,71.31,66.78,22.0,7240.67911908479,4.01,34077.0,34742.0,6.4,96.0,387.08288574,19.0541863206737,19.0541863206737,,4.9,,13.16,3.64,37.58,95.42
Dominica,DMA,2014,1.734,69.28,69371.0,,,5.26141691,69.434,72.118,67.096,22.0,7502.12090974081,3.98,34444.0,34926.0,6.41,97.0,394.67294312,19.2837003253437,19.2837003253437,,1.6,,13.61,3.61,38.09,95.42
Dominica,DMA,2015,1.694,69.579,70007.0,,,5.15941811,68.727,71.082,66.587,24.0,7724.04241057376,3.7,34863.0,35144.0,6.31,98.0,398.52124023,21.0213905070044,21.0213905070044,,11.0,,14.07,3.58,38.59,95.42
Dominica,DMA,2016,1.657,69.88,70075.0,,,5.12308073,70.128,73.019,67.571,25.0,8223.04145029796,3.7,34895.0,35179.0,6.3,99.0,421.32177734,21.0269310891431,21.0269310891431,,8.1,,14.56,3.56,39.11,95.42
Dominica,DMA,2017,1.629,70.181,70403.0,,,5.46245432,67.525,69.647,65.596,25.0,7408.09130082314,3.28,35104.0,35299.0,6.21,91.0,404.60903931,20.1703226562748,20.1703226562748,,1.6,,15.09,3.53,39.62,95.42
Dominica,DMA,2018,1.617,70.483,70823.0,,,6.18495989,73.59,77.247,70.405,26.0,7833.19501250117,3.11,35370.0,35452.0,6.1,94.0,484.5222168,20.3127256712935,20.3127256712935,,6.4,,15.63,3.5,40.14,
Dominica,DMA,2019,1.611,70.786,71428.0,,,5.16903925,73.559,77.205,70.355,27.0,8561.58701121461,3.02,35755.0,35673.0,6.1,99.0,442.51159668,20.0434244381572,20.0434244381572,,16.0,,16.18,3.47,40.67,
Dominica,DMA,2020,1.597,71.09,71995.0,,,5.99901152,73.649,77.26,70.433,28.0,7003.46989117043,3.0,36112.0,35883.0,5.02,96.0,420.02459717,20.6672998234563,20.6672998234563,,16.0,,16.77,3.45,41.22,
Dominica,DMA,2021,1.595,71.395,72412.0,,,6.50494003,72.814,76.301,69.725,29.0,7668.15813216962,2.98,36373.0,36039.0,,92.0,482.42965698,,,,16.0,,17.38,3.43,41.78,
Dominican Republic,DOM,2012,2.485,75.802,10030882.0,43.9085944864059,6.722,5.04897833,72.514,76.166,69.243,6185.0,6049.47158709846,1.73,4965013.0,5065869.0,6.73,85.0,305.4364624,17.6468205135185,17.6468205135185,4176432.0,54.0,1.88,16.86,4.26,49.93,86.91
Dominican Republic,DOM,2013,2.466,76.749,10157051.0,44.0339925874748,7.352,4.91598225,72.713,76.322,69.457,6174.0,6171.29512670907,1.72,5030991.0,5126060.0,6.65,83.0,303.37979126,17.6634551412186,17.6634551412186,4236156.0,55.0,2.0,17.4,4.21,50.71,87.39
Dominican Republic,DOM,2014,2.445,77.67,10282115.0,44.1550220923269,6.719,4.79757166,72.867,76.396,69.662,6165.0,6533.67091082712,1.53,5096363.0,5185752.0,6.59,91.0,313.45751953,18.9396637119659,18.9396637119659,4325193.0,54.0,2.21,17.96,4.17,51.47,87.87
Dominican Republic,DOM,2015,2.43,78.566,10405832.0,44.2718554077265,7.605,4.72216797,72.953,76.377,69.828,6164.0,6838.93674590634,1.52,5160958.0,5244874.0,6.57,85.0,322.94607544,19.9571847572804,19.9571847572804,4579344.0,55.0,10.38,18.53,4.14,52.22,88.36
Dominican Republic,DOM,2016,2.406,79.436,10527592.0,44.3844165394738,7.284,4.57663107,72.987,76.304,69.948,6148.0,7191.06970308651,1.37,5224450.0,5303141.0,6.64,87.0,329.10879517,19.2491722418682,19.2491722418682,4685793.0,51.0,10.39,19.13,4.11,52.96,88.85
Dominican Republic,DOM,2017,2.39,80.277,10647244.0,44.4923768099181,5.832,4.49336958,73.063,76.319,70.074,6122.0,7513.49798180543,1.49,5286818.0,5360426.0,6.69,84.0,337.60925293,19.1203299259262,19.1203299259262,4752184.0,46.0,2.13,19.74,4.1,53.69,89.33
Dominican Republic,DOM,2018,2.381,81.074,10765531.0,44.5939613974756,5.861,4.12601566,73.232,76.499,70.233,6079.0,7947.15933093481,1.24,5348537.0,5416994.0,6.76,87.0,327.90109253,19.5892802619564,19.5892802619564,4931651.0,45.0,1.95,20.36,4.09,54.4,89.82
Dominican Republic,DOM,2019,2.344,81.828,10881882.0,44.6893608651201,6.356,4.23948717,73.577,76.965,70.471,5973.0,8173.34469885261,1.25,5409472.0,5472410.0,6.76,89.0,346.50790405,19.4968181870994,19.4968181870994,5091385.0,42.0,1.84,21.0,4.09,55.12,90.31
Dominican Republic,DOM,2020,2.303,82.54,10999664.0,44.7787855135927,6.126,4.93998051,72.889,76.914,69.364,5796.0,7167.91497432809,1.42,5472181.0,5527482.0,6.5,82.0,354.09362793,19.8267440369685,19.8267440369685,4805372.0,41.0,,21.67,4.09,55.83,90.8
Dominican Republic,DOM,2021,2.273,83.213,11117873.0,44.8626582257639,7.702,4.91815567,72.615,76.291,69.298,5620.0,8476.74963892506,,5535650.0,5582224.0,,84.0,416.89974976,,,5101650.0,42.0,,22.35,4.1,56.54,91.29
Ecuador,ECU,2012,2.517,62.988,15483883.0,63.9977979252036,3.235,6.86373377,76.062,78.842,73.332,4851.0,5666.21744687686,1.49,7739326.0,7744557.0,4.19,87.0,389.75610352,20.8650376880852,20.8650376880852,6732540.0,44.0,10.1,14.01,1.48,54.79,79.87
Ecuador,ECU,2013,2.419,63.125,15722989.0,64.4567910969441,3.083,6.88127422,76.369,78.997,73.777,4545.0,6141.98318144215,1.51,7859194.0,7863795.0,4.13,87.0,416.34295654,19.8592620729833,19.8592620729833,6857058.0,42.0,14.16,14.69,1.47,55.75,80.77
Ecuador,ECU,2014,2.335,63.261,15957994.0,64.9152564369809,3.48,6.83199883,76.622,79.124,74.146,4258.0,6436.76103650622,1.54,7976779.0,7981215.0,4.06,83.0,435.51330566,20.2791788990402,20.2791788990402,7045425.0,40.0,13.0,15.38,1.45,56.68,81.66
Ecuador,ECU,2015,2.26,63.398,16195902.0,65.3736735755729,3.616,7.60513353,76.789,79.209,74.391,4022.0,6002.1083111024,1.53,8095675.0,8100227.0,3.85,78.0,466.23751831,20.1729639726852,20.1729639726852,7548658.0,39.0,13.28,16.1,1.44,57.59,82.55
